date,project,user,usage,gb,tb,size,count,d,proj
2021-03-13,dp9,ttl548,137.6GB,137.6,0.1376,136.8GB,343624,,c3
2021-03-13,dp9,pjs548,41.9GB,41.9,0.0419,41.7GB,98863,,aps4
2021-03-13,dp9,gsd548,10.5GB,10.5,0.0105,10.2GB,175919,,
2021-03-13,dp9,sjr548,2.6TB,0.0026,2.6,2.6TB,2628150,,c3
2021-03-13,dp9,vvk548,4.9TB,0.0049,4.9,4.9TB,1313092,,urban
2021-03-13,dp9,xds548,2.1TB,0.0021,2.1,2.1TB,207617,,
2021-03-13,dp9,cit548,2.6TB,0.0026,2.6,2.6TB,217402,,
2021-03-13,dp9,slc548,1.2TB,0.0012,1.2,1.2TB,304973,,c3
2021-03-13,dp9,jrf548,755.1GB,755.1,0.7551,754.6GB,207576,,
2021-03-13,dp9,sss548,66.7GB,66.7,0.0667,66.7GB,5780,,
2021-03-13,dp9,axs548,7.7GB,7.7,0.0077,7.7GB,2993,,
2021-03-13,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2021-03-13,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2021-03-13,dp9,kkp548,465.3GB,465.3,0.4653,465.3GB,513,,
2021-03-13,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-03-13,dp9,nwe548,13.7GB,13.7,0.0136999999999999,13.7GB,45212,,
2021-03-13,dp9,chs548,228.2GB,228.2,0.2282,228.1GB,63301,,urban
2021-03-13,dp9,mxk548,3.4TB,0.0034,3.4,3.4TB,829496,,aps4
2021-03-13,dp9,fs5892,13.4GB,13.4,0.0134,13.1GB,142740,,
2021-03-13,dp9,as2291,1.2TB,0.0012,1.2,1.2TB,1490510,,notsure
2021-03-13,dp9,jb6931,332.1MB,0.3321,0.0003321,332.1MB,2,,
2021-03-13,dp9,dl9118,4.0kB,4e-06,4e-09,4.0kB,1,,ngms
2021-03-13,dp9,bf7468,4.0kB,4e-06,4e-09,4.0kB,2,,
2021-03-13,dp9,dr8819,73.6GB,73.6,0.0736,72.9GB,348115,,
2021-03-13,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-03-13,dp9,sb0446,152.9GB,152.9,0.1529,152.8GB,7172,,
2021-03-13,dp9,gl7525,394.5MB,0.3945,0.0003945,349.9MB,19839,,
2021-02-16,dp9,mjw548,356.0GB,356.0,0.356,356.0GB,113,,
2021-02-16,dp9,mrd599,1.0GB,1.0,0.001,1.0GB,19,,admin
2021-02-16,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2021-02-16,dp9,ycx548,957.7GB,957.7,0.9577,957.4GB,155378,,aps4
2021-02-16,dp9,yxm548,1.7TB,0.0017,1.7,1.7TB,147106,,notsure
2021-02-16,dp9,glr548,11.1TB,0.0111,11.1,11.2TB,2057562,,apept
2021-02-16,dp9,cnf599,8.2TB,0.0081999999999999,8.2,8.2TB,211996,,urban
2021-02-16,dp9,ljr548,331.2GB,331.2,0.3312,331.0GB,107833,,
2021-02-16,dp9,hhz548,18.3TB,0.0183,18.3,18.3TB,1447681,,notsure
2021-02-16,dp9,zxs548,427.4GB,427.4,0.4274,425.6GB,1208492,,notsure
2021-02-16,dp9,mjn548,999.5GB,999.5,0.9995,990.9GB,3390411,,
2021-02-16,dp9,jtl548,3.3TB,0.0033,3.3,3.3TB,2196468,,c3
2021-02-16,dp9,iib548,1.6TB,0.0016,1.6,1.6TB,2737862,,aps4
2021-02-16,dp9,hqz548,151.1GB,151.1,0.1510999999999999,151.1GB,287,,
2021-02-16,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-02-16,dp9,zhl548,346.4GB,346.4,0.3464,346.1GB,160712,,
2021-02-16,dp9,ixd548,1.8TB,0.0018,1.8,1.8TB,514037,,notsure
2021-02-16,dp9,wml548,2.6TB,0.0026,2.6,2.6TB,369654,,admin
2021-02-16,dp9,bxr548,367.2MB,0.3671999999999999,0.0003672,367.1MB,75,,
2021-02-16,dp9,ttl548,137.6GB,137.6,0.1376,136.8GB,343624,,c3
2021-02-16,dp9,pjs548,41.9GB,41.9,0.0419,41.7GB,98863,,aps4
2021-02-16,dp9,gsd548,10.5GB,10.5,0.0105,10.2GB,175919,,
2021-02-16,dp9,sjr548,2.6TB,0.0026,2.6,2.6TB,2622770,,c3
2021-02-16,dp9,vvk548,4.3TB,0.0043,4.3,4.3TB,1183158,,urban
2021-02-16,dp9,xds548,2.1TB,0.0021,2.1,2.1TB,207617,,
2021-02-16,dp9,cit548,2.6TB,0.0026,2.6,2.6TB,217388,,
2021-02-16,dp9,slc548,1.2TB,0.0012,1.2,1.2TB,305092,,c3
2021-02-16,dp9,jrf548,755.1GB,755.1,0.7551,754.6GB,207569,,
2021-02-16,dp9,sss548,66.7GB,66.7,0.0667,66.7GB,5780,,
2021-02-16,dp9,axs548,7.7GB,7.7,0.0077,7.7GB,2993,,
2021-02-16,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2021-02-16,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2021-02-16,dp9,kkp548,465.3GB,465.3,0.4653,465.3GB,513,,
2021-02-16,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-02-16,dp9,nwe548,13.7GB,13.7,0.0136999999999999,13.7GB,45212,,
2021-02-16,dp9,chs548,228.2GB,228.2,0.2282,228.1GB,63301,,urban
2021-02-16,dp9,mxk548,3.4TB,0.0034,3.4,3.4TB,819893,,aps4
2021-02-16,dp9,fs5892,13.4GB,13.4,0.0134,13.1GB,142738,,
2021-02-16,dp9,as2291,1.3TB,0.0013,1.3,1.2TB,1260578,,notsure
2021-02-16,dp9,jb6931,332.1MB,0.3321,0.0003321,332.1MB,2,,
2021-02-16,dp9,bf7468,4.0kB,4e-06,4e-09,4.0kB,2,,
2021-02-16,dp9,dr8819,73.6GB,73.6,0.0736,72.9GB,348115,,
2021-02-16,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-02-16,dp9,sb0446,115.7GB,115.7,0.1157,115.7GB,5794,,
2020-08-14,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-14,dp9,nwe548,13.6GB,13.6,0.0136,13.7GB,45217,,
2020-08-14,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2020-08-14,dp9,ycx548,9428GB,9428.0,9.428,9666GB,3522006,,aps4
2020-08-14,dp9,iib548,4139GB,4139.0,4.139,4731GB,2844279,,aps4
2020-08-14,dp9,jtl548,50.5TB,0.0505,50.5,52.7TB,5373106,,c3
2020-08-14,dp9,gsd548,3253GB,3253.0,3.253,3252GB,425997,,
2020-08-14,dp9,yxm548,1694GB,1694.0,1.694,1733GB,147106,,notsure
2020-08-14,dp9,bxr548,367MB,0.367,0.000367,367MB,75,,
2020-08-14,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-14,dp9,mjn548,1007GB,1007.0,1.007,991GB,3329506,,
2020-08-14,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2020-08-14,dp9,xds548,2193GB,2193.0,2.193,2231GB,207651,,
2020-08-14,dp9,mjw548,357GB,357.0,0.357,357GB,24301,,
2020-08-14,dp9,jrf548,2125GB,2125.0,2.125,2132GB,333417,,
2020-08-14,dp9,fs5892,11.8TB,0.0118,11.8,13.1TB,399662,,
2020-08-14,dp9,wml548,2606GB,2606.0,2.606,2623GB,358607,,admin
2020-08-14,dp9,kkp548,465GB,465.0,0.465,465GB,513,,
2020-08-14,dp9,chs548,211GB,211.0,0.211,230GB,65080,,urban
2020-08-14,dp9,glr548,3167GB,3167.0,3.167,3202GB,1791832,,apept
2020-08-14,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-14,dp9,pjs548,40.0GB,40.0,0.04,39.8GB,90719,,aps4
2020-08-14,dp9,zhl548,342GB,342.0,0.342,342GB,160459,,
2020-08-14,dp9,slc548,198GB,198.0,0.198,198GB,132735,,c3
2020-08-14,dp9,ljr548,331GB,331.0,0.331,331GB,107830,,
2020-08-14,dp9,dr8819,214GB,214.0,0.214,213GB,189479,,
2020-08-14,dp9,axs548,7915MB,7.915,0.007915,7909MB,2993,,
2020-08-14,dp9,hqz548,151GB,151.0,0.151,151GB,287,,
2020-08-14,dp9,cit548,3933GB,3933.0,3.933,3932GB,225640,,
2020-08-14,dp9,cnf599,30.9TB,0.0309,30.9,35.9TB,256593,,urban
2020-08-14,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2020-08-14,dp9,ixd548,1561GB,1561.0,1.561,1560GB,501507,,notsure
2020-08-14,dp9,mrd599,1025MB,1.025,0.001025,1025MB,19,,admin
2020-08-14,dp9,sjr548,1823GB,1823.0,1.823,1856GB,2113676,,c3
2020-08-14,dp9,jb6931,332MB,0.332,0.000332,332MB,2,,
2020-08-14,dp9,ttl548,96.5GB,96.5,0.0965,94.7GB,343620,,c3
2020-08-14,dp9,hhz548,18.3TB,0.0183,18.3,21.3TB,1645179,,notsure
2020-08-14,dp9,vvk548,4584GB,4584.0,4.584,4614GB,1491474,,urban
2020-08-14,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2020-08-14,dp9,as2291,1712GB,1712.0,1.712,1709GB,830355,,notsure
2020-08-14,dp9,zxs548,401GB,401.0,0.401,398GB,853180,,notsure
2020-08-14,dp9,bf7468,1836kB,0.001836,1.836e-06,1832kB,2,,
2020-08-14,dp9,mxk548,7150GB,7150.0,7.15,7367GB,920244,,aps4
2020-08-21,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2020-08-21,dp9,zhl548,342GB,342.0,0.342,342GB,160459,,
2020-08-21,dp9,hhz548,18.3TB,0.0183,18.3,21.3TB,1645205,,notsure
2020-08-21,dp9,vvk548,4585GB,4585.0,4.585,4615GB,1492209,,urban
2020-08-21,dp9,gsd548,3253GB,3253.0,3.253,3252GB,425997,,
2020-08-21,dp9,jtl548,50.5TB,0.0505,50.5,52.7TB,5373282,,c3
2020-08-21,dp9,bxr548,367MB,0.367,0.000367,367MB,75,,
2020-08-21,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-21,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2020-08-21,dp9,glr548,3168GB,3168.0,3.168,3203GB,1862429,,apept
2020-08-21,dp9,jb6931,332MB,0.332,0.000332,332MB,2,,
2020-08-21,dp9,pjs548,40.0GB,40.0,0.04,39.8GB,90725,,aps4
2020-08-21,dp9,ttl548,96.5GB,96.5,0.0965,94.7GB,343620,,c3
2020-08-21,dp9,zxs548,404GB,404.0,0.404,400GB,853469,,notsure
2020-08-21,dp9,xds548,2193GB,2193.0,2.193,2231GB,207655,,
2020-08-21,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-21,dp9,yxm548,1694GB,1694.0,1.694,1733GB,147106,,notsure
2020-08-21,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-21,dp9,mjn548,1007GB,1007.0,1.007,991GB,3329506,,
2020-08-21,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2020-08-21,dp9,sjr548,1823GB,1823.0,1.823,1856GB,2113674,,c3
2020-08-21,dp9,ycx548,9428GB,9428.0,9.428,9666GB,3522006,,aps4
2020-08-21,dp9,chs548,211GB,211.0,0.211,230GB,65080,,urban
2020-08-21,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2020-08-21,dp9,ljr548,331GB,331.0,0.331,331GB,107830,,
2020-08-21,dp9,mrd599,1025MB,1.025,0.001025,1025MB,19,,admin
2020-08-21,dp9,nwe548,13.6GB,13.6,0.0136,13.7GB,45217,,
2020-08-21,dp9,as2291,1796GB,1796.0,1.796,1793GB,943472,,notsure
2020-08-21,dp9,slc548,198GB,198.0,0.198,198GB,132735,,c3
2020-08-21,dp9,cit548,3935GB,3935.0,3.935,3934GB,225650,,
2020-08-21,dp9,cnf599,30.9TB,0.0309,30.9,35.9TB,256593,,urban
2020-08-21,dp9,iib548,3960GB,3960.0,3.96,4552GB,2670498,,aps4
2020-08-21,dp9,mxk548,7149GB,7149.0,7.149,7366GB,912640,,aps4
2020-08-21,dp9,fs5892,11.8TB,0.0118,11.8,13.1TB,399677,,
2020-08-21,dp9,axs548,7915MB,7.915,0.007915,7909MB,2993,,
2020-08-21,dp9,hqz548,151GB,151.0,0.151,151GB,287,,
2020-08-21,dp9,jrf548,2125GB,2125.0,2.125,2132GB,333437,,
2020-08-21,dp9,ixd548,1565GB,1565.0,1.565,1564GB,501815,,notsure
2020-08-21,dp9,bf7468,1836kB,0.001836,1.836e-06,1832kB,2,,
2020-08-21,dp9,dr8819,214GB,214.0,0.214,213GB,189479,,
2020-08-21,dp9,mjw548,357GB,357.0,0.357,357GB,24301,,
2020-08-21,dp9,wml548,2606GB,2606.0,2.606,2623GB,358649,,admin
2020-08-21,dp9,kkp548,465GB,465.0,0.465,465GB,513,,
2021-10-03,dp9,mjw548,356.0GB,356.0,0.356,356.0GB,113,,
2021-10-03,dp9,mrd599,10.6GB,10.6,0.0106,10.6GB,175,,admin
2021-10-03,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2021-10-03,dp9,ycx548,2.9TB,0.0029,2.9,2.9TB,354944,,aps4
2021-10-03,dp9,yxm548,1.7TB,0.0017,1.7,1.7TB,154342,,notsure
2021-10-03,dp9,glr548,7.2TB,0.0072,7.2,7.2TB,2814657,,apept
2021-10-03,dp9,cnf599,12.6TB,0.0126,12.6,13.2TB,248628,,urban
2021-10-03,dp9,ljr548,331.3GB,331.3,0.3313,331.0GB,107833,,
2021-10-03,dp9,hhz548,14.6TB,0.0146,14.6,17.0TB,1193265,,notsure
2021-10-03,dp9,zxs548,439.3GB,439.3,0.4393,435.7GB,1186666,,notsure
2021-10-03,dp9,mjn548,1007.8GB,1007.8,1.0078,991.2GB,3406731,,
2021-10-03,dp9,jtl548,8.0TB,0.008,8.0,8.0TB,5085435,,c3
2021-10-03,dp9,iib548,2.9TB,0.0029,2.9,2.9TB,3265914,,aps4
2021-10-03,dp9,hqz548,151.1GB,151.1,0.1510999999999999,151.1GB,287,,
2021-10-03,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-10-03,dp9,zhl548,346.4GB,346.4,0.3464,346.1GB,162077,,
2021-10-03,dp9,ixd548,4.3TB,0.0043,4.3,4.3TB,572403,,notsure
2021-10-03,dp9,wml548,2.6TB,0.0026,2.6,2.6TB,366787,,admin
2021-10-03,dp9,bxr548,252.0GB,252.0,0.252,252.0GB,176,,
2021-10-03,dp9,ttl548,139.1GB,139.1,0.1391,137.3GB,343568,,c3
2021-10-03,dp9,pjs548,19.8GB,19.8,0.0198,19.7GB,72895,,aps4
2021-10-03,dp9,gsd548,5.6MB,0.0056,5.6e-06,4.8MB,449,,
2021-10-03,dp9,sjr548,3.0TB,0.003,3.0,3.0TB,2869517,,c3
2021-10-03,dp9,vvk548,17.3TB,0.0173,17.3,17.3TB,1513601,,urban
2021-10-03,dp9,xds548,2.1TB,0.0021,2.1,2.1TB,207617,,
2021-10-03,dp9,cit548,2.6TB,0.0026,2.6,2.6TB,217164,,
2021-10-03,dp9,rad548,24.0kB,2.4e-05,2.4e-08,24.0kB,6,,notsure
2021-10-03,dp9,slc548,557.5GB,557.5,0.5575,557.1GB,197984,,c3
2021-10-03,dp9,jrf548,887.7GB,887.7,0.8877,887.3GB,208309,,
2021-10-03,dp9,mjz548,13.7TB,0.0137,13.7,13.7TB,102861,,g3
2021-10-03,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2021-10-03,dp9,axs548,7.7GB,7.7,0.0077,7.7GB,2993,,
2021-10-03,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2021-10-03,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2021-10-03,dp9,kkp548,465.3GB,465.3,0.4653,465.3GB,513,,
2021-10-03,dp9,crd548,188.1MB,0.1881,0.0001881,182.0MB,3199,,
2021-10-03,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-10-03,dp9,nwe548,14.9GB,14.9,0.0149,15.0GB,69027,,
2021-10-03,dp9,chs548,208.6GB,208.6,0.2086,227.6GB,59913,,urban
2021-10-03,dp9,yxz548,71.8MB,0.0718,7.18e-05,71.8MB,8,,
2021-10-03,dp9,mxk548,5.6TB,0.0056,5.6,5.6TB,1056672,,aps4
2021-10-03,dp9,fs5892,18.6GB,18.6,0.0186,17.7GB,312328,,
2021-10-03,dp9,as2291,4.2TB,0.0042,4.2,4.2TB,1614485,,notsure
2021-10-03,dp9,jb6931,332.1MB,0.3321,0.0003321,332.1MB,2,,
2021-10-03,dp9,dl9118,67.6GB,67.6,0.0676,67.4GB,130874,,ngms
2021-10-03,dp9,bf7468,1.8MB,0.0018,1.8e-06,1.8MB,2,,
2021-10-03,dp9,dr8819,928.6GB,928.6,0.9286,927.9GB,348177,,
2021-10-03,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-10-03,dp9,pcl900,10.1GB,10.1,0.0101,9.8GB,107144,,ngms
2021-10-03,dp9,sb0446,152.9GB,152.9,0.1529,152.8GB,7172,,
2021-10-03,dp9,gl7525,394.5MB,0.3945,0.0003945,349.9MB,19839,,
2020-11-29,dp9,mjw548,356.0GB,356.0,0.356,356.0GB,113,,
2020-11-29,dp9,mrd599,1.0GB,1.0,0.001,1.0GB,19,,admin
2020-11-29,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2020-11-29,dp9,ycx548,8.3TB,0.0083,8.3,8.6TB,2422563,,aps4
2020-11-29,dp9,yxm548,1.7TB,0.0017,1.7,1.7TB,147106,,notsure
2020-11-29,dp9,glr548,8.4TB,0.0084,8.4,8.4TB,1887150,,apept
2020-11-29,dp9,cnf599,5.1TB,0.0050999999999999,5.1,5.7TB,196442,,urban
2020-11-29,dp9,ljr548,331.3GB,331.3,0.3313,331.0GB,107833,,
2020-11-29,dp9,hhz548,15.3TB,0.0153,15.3,18.3TB,1447591,,notsure
2020-11-29,dp9,zxs548,417.3GB,417.3,0.4173,413.7GB,1075030,,notsure
2020-11-29,dp9,mjn548,1007.4GB,1007.4,1.0074,990.9GB,3373653,,
2020-11-29,dp9,jtl548,1.8TB,0.0018,1.8,1.8TB,2013888,,c3
2020-11-29,dp9,iib548,1.5TB,0.0015,1.5,1.5TB,2734480,,aps4
2020-11-29,dp9,hqz548,151.1GB,151.1,0.1510999999999999,151.1GB,287,,
2020-11-29,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-11-29,dp9,zhl548,342.5GB,342.5,0.3425,342.1GB,160459,,
2020-11-29,dp9,ixd548,1.6TB,0.0016,1.6,1.6TB,459979,,notsure
2020-11-29,dp9,wml548,2.6TB,0.0026,2.6,2.6TB,368973,,admin
2020-11-29,dp9,bxr548,367.2MB,0.3671999999999999,0.0003672,367.1MB,75,,
2020-11-29,dp9,ttl548,96.5GB,96.5,0.0965,94.7GB,343619,,c3
2020-11-29,dp9,pjs548,41.9GB,41.9,0.0419,41.7GB,98863,,aps4
2020-11-29,dp9,gsd548,3.1TB,0.0031,3.1,3.1TB,351552,,
2020-11-29,dp9,sjr548,2.5TB,0.0025,2.5,2.5TB,2587582,,c3
2020-11-29,dp9,vvk548,4.2TB,0.0042,4.2,4.2TB,1111072,,urban
2020-11-29,dp9,xds548,2.1TB,0.0021,2.1,2.1TB,207618,,
2020-11-29,dp9,cit548,2.6TB,0.0026,2.6,2.6TB,217326,,
2020-11-29,dp9,slc548,202.1GB,202.1,0.2021,202.0GB,133923,,c3
2020-11-29,dp9,jrf548,700.8GB,700.8,0.7008,700.3GB,207494,,
2020-11-29,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2020-11-29,dp9,axs548,7.7GB,7.7,0.0077,7.7GB,2993,,
2020-11-29,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2020-11-29,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2020-11-29,dp9,kkp548,465.3GB,465.3,0.4653,465.3GB,513,,
2020-11-29,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-11-29,dp9,nwe548,13.6GB,13.6,0.0136,13.7GB,45212,,
2020-11-29,dp9,chs548,209.1GB,209.1,0.2091,228.1GB,62720,,urban
2020-11-29,dp9,mxk548,3.3TB,0.0033,3.3,3.4TB,798961,,aps4
2020-11-29,dp9,fs5892,7.6GB,7.6,0.0076,7.1GB,124534,,
2020-11-29,dp9,as2291,2.0TB,0.002,2.0,2.0TB,1100643,,notsure
2020-11-29,dp9,jb6931,332.1MB,0.3321,0.0003321,332.1MB,2,,
2020-11-29,dp9,bf7468,1.8MB,0.0018,1.8e-06,1.8MB,2,,
2020-11-29,dp9,dr8819,213.9GB,213.9,0.2139,212.9GB,189479,,
2020-11-29,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-09-22,dp9,mjw548,356.0GB,356.0,0.356,356.0GB,113,,
2021-09-22,dp9,mrd599,10.6GB,10.6,0.0106,10.6GB,175,,admin
2021-09-22,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2021-09-22,dp9,ycx548,2.9TB,0.0029,2.9,2.9TB,354941,,aps4
2021-09-22,dp9,yxm548,1.7TB,0.0017,1.7,1.7TB,154342,,notsure
2021-09-22,dp9,glr548,7.2TB,0.0072,7.2,7.2TB,2777495,,apept
2021-09-22,dp9,cnf599,12.6TB,0.0126,12.6,13.2TB,248628,,urban
2021-09-22,dp9,ljr548,331.3GB,331.3,0.3313,331.0GB,107833,,
2021-09-22,dp9,hhz548,14.6TB,0.0146,14.6,17.0TB,1193265,,notsure
2021-09-22,dp9,zxs548,433.6GB,433.6,0.4336,430.0GB,1182877,,notsure
2021-09-22,dp9,mjn548,1007.8GB,1007.8,1.0078,991.2GB,3406649,,
2021-09-22,dp9,jtl548,7.5TB,0.0075,7.5,7.5TB,5050009,,c3
2021-09-22,dp9,iib548,2.9TB,0.0029,2.9,2.9TB,3340735,,aps4
2021-09-22,dp9,hqz548,151.1GB,151.1,0.1510999999999999,151.1GB,287,,
2021-09-22,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-09-22,dp9,zhl548,346.4GB,346.4,0.3464,346.1GB,162077,,
2021-09-22,dp9,ixd548,4.3TB,0.0043,4.3,4.3TB,571855,,notsure
2021-09-22,dp9,wml548,2.6TB,0.0026,2.6,2.6TB,366626,,admin
2021-09-22,dp9,bxr548,252.0GB,252.0,0.252,252.0GB,176,,
2021-09-22,dp9,ttl548,139.1GB,139.1,0.1391,137.3GB,343568,,c3
2021-09-22,dp9,pjs548,19.8GB,19.8,0.0198,19.7GB,72895,,aps4
2021-09-22,dp9,gsd548,6.2GB,6.2,0.0062,6.1GB,104312,,
2021-09-22,dp9,sjr548,3.0TB,0.003,3.0,3.0TB,2866002,,c3
2021-09-22,dp9,vvk548,17.3TB,0.0173,17.3,17.3TB,1506757,,urban
2021-09-22,dp9,xds548,2.1TB,0.0021,2.1,2.1TB,207617,,
2021-09-22,dp9,cit548,2.6TB,0.0026,2.6,2.6TB,217164,,
2021-09-22,dp9,rad548,24.0kB,2.4e-05,2.4e-08,24.0kB,6,,notsure
2021-09-22,dp9,slc548,659.4GB,659.4,0.6594,659.2GB,194282,,c3
2021-09-22,dp9,jrf548,887.6GB,887.6,0.8876000000000001,887.2GB,208283,,
2021-09-22,dp9,mjz548,7.4TB,0.0074,7.4,7.4TB,77539,,g3
2021-09-22,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2021-09-22,dp9,axs548,7.7GB,7.7,0.0077,7.7GB,2993,,
2021-09-22,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2021-09-22,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2021-09-22,dp9,kkp548,465.3GB,465.3,0.4653,465.3GB,513,,
2021-09-22,dp9,crd548,188.1MB,0.1881,0.0001881,182.0MB,3199,,
2021-09-22,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-09-22,dp9,nwe548,14.9GB,14.9,0.0149,15.0GB,69027,,
2021-09-22,dp9,chs548,208.6GB,208.6,0.2086,227.6GB,59913,,urban
2021-09-22,dp9,yxz548,71.8MB,0.0718,7.18e-05,71.8MB,8,,
2021-09-22,dp9,mxk548,5.6TB,0.0056,5.6,5.6TB,1056672,,aps4
2021-09-22,dp9,fs5892,18.6GB,18.6,0.0186,17.7GB,312328,,
2021-09-22,dp9,as2291,4.3TB,0.0043,4.3,4.3TB,1756021,,notsure
2021-09-22,dp9,jb6931,332.1MB,0.3321,0.0003321,332.1MB,2,,
2021-09-22,dp9,dl9118,65.3GB,65.3,0.0653,65.1GB,121841,,ngms
2021-09-22,dp9,bf7468,1.8MB,0.0018,1.8e-06,1.8MB,2,,
2021-09-22,dp9,dr8819,851.1GB,851.1,0.8511,850.4GB,348177,,
2021-09-22,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-09-22,dp9,pcl900,1.6GB,1.6,0.0016,1.4GB,74172,,ngms
2021-09-22,dp9,sb0446,152.9GB,152.9,0.1529,152.8GB,7172,,
2021-09-22,dp9,gl7525,394.5MB,0.3945,0.0003945,349.9MB,19839,,
2020-11-06,dp9,mjw548,356.0GB,356.0,0.356,356.0GB,113,,
2020-11-06,dp9,mrd599,1.0GB,1.0,0.001,1.0GB,19,,admin
2020-11-06,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2020-11-06,dp9,ycx548,9.2TB,0.0092,9.2,9.4TB,3550277,,aps4
2020-11-06,dp9,yxm548,1.7TB,0.0017,1.7,1.7TB,147106,,notsure
2020-11-06,dp9,glr548,8.8TB,0.0088,8.8,8.8TB,1867170,,apept
2020-11-06,dp9,cnf599,10.4TB,0.0104,10.4,11.6TB,230199,,urban
2020-11-06,dp9,ljr548,331.3GB,331.3,0.3313,331.0GB,107830,,
2020-11-06,dp9,hhz548,16.3TB,0.0163,16.3,19.3TB,1538023,,notsure
2020-11-06,dp9,zxs548,406.6GB,406.6,0.4066,403.3GB,924048,,notsure
2020-11-06,dp9,mjn548,1007.3GB,1007.3,1.0073,990.8GB,3346164,,
2020-11-06,dp9,jtl548,5.6TB,0.0056,5.6,5.6TB,3740921,,c3
2020-11-06,dp9,iib548,1.3TB,0.0013,1.3,1.3TB,2720737,,aps4
2020-11-06,dp9,hqz548,151.1GB,151.1,0.1510999999999999,151.1GB,287,,
2020-11-06,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-11-06,dp9,zhl548,342.5GB,342.5,0.3425,342.1GB,160459,,
2020-11-06,dp9,ixd548,1.6TB,0.0016,1.6,1.6TB,458058,,notsure
2020-11-06,dp9,wml548,2.6TB,0.0026,2.6,2.6TB,368821,,admin
2020-11-06,dp9,bxr548,367.2MB,0.3671999999999999,0.0003672,367.1MB,75,,
2020-11-06,dp9,ttl548,96.5GB,96.5,0.0965,94.7GB,343619,,c3
2020-11-06,dp9,pjs548,41.9GB,41.9,0.0419,41.7GB,98873,,aps4
2020-11-06,dp9,gsd548,3.1TB,0.0031,3.1,3.1TB,351512,,
2020-11-06,dp9,sjr548,2.5TB,0.0025,2.5,2.5TB,2517121,,c3
2020-11-06,dp9,vvk548,4.7TB,0.0047,4.7,4.7TB,1335903,,urban
